movieId,title,genres,year,title_clean,avg_rating,num_ratings,tags,popularity_score,content_features
1956,Ordinary People (1980),Drama,1980.0,Ordinary People,4.0,12,,3.7260557650541872,Drama Ordinary People 
1957,Chariots of Fire (1981),Drama,1981.0,Chariots of Fire,4.04,13,Olympics sports,3.7657529768014784,Drama Chariots of Fire Olympics sports
1958,Terms of Endearment (1983),Comedy|Drama,1983.0,Terms of Endearment,3.8,22,,3.668795156414812,Comedy Drama Terms of Endearment 
1959,Out of Africa (1985),Drama|Romance,1985.0,Out of Africa,3.67,15,adultery Africa,3.5384117970922526,Drama Romance Out of Africa adultery Africa
1960,"Last Emperor, The (1987)",Drama,1987.0,"Last Emperor, The",3.69,26,China,3.598032107152411,"Drama Last Emperor, The China"
1961,Rain Man (1988),Drama,1988.0,Rain Man,3.81,96,autism,3.7723792187964036,Drama Rain Man autism
1962,Driving Miss Daisy (1989),Drama,1989.0,Driving Miss Daisy,3.74,23,rasicm,3.6271686512009857,Drama Driving Miss Daisy rasicm
1963,Take the Money and Run (1969),Comedy|Crime,1969.0,Take the Money and Run,3.36,11,,3.31972552977942,Comedy Crime Take the Money and Run 
1964,Klute (1971),Drama|Mystery,1971.0,Klute,4.08,6,,3.6365430412330433,Drama Mystery Klute 
1965,Repo Man (1984),Comedy|Sci-Fi,1984.0,Repo Man,3.38,21,,3.349109269143913,Comedy Sci-Fi Repo Man 
1966,Metropolitan (1990),Comedy,1990.0,Metropolitan,3.62,8,,3.450337302401971,Comedy Metropolitan 
1967,Labyrinth (1986),Adventure|Fantasy|Musical,1986.0,Labyrinth,3.82,42,,3.7394910109393784,Adventure Fantasy Musical Labyrinth 
1968,"Breakfast Club, The (1985)",Comedy|Drama,1985.0,"Breakfast Club, The",3.78,113,,3.7494588294669127,"Comedy Drama Breakfast Club, The "
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror,1985.0,"Nightmare on Elm Street 2: Freddy's Revenge, A",2.35,10,,2.723238796237033,"Horror Nightmare on Elm Street 2: Freddy's Revenge, A "
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller,1987.0,"Nightmare on Elm Street 3: Dream Warriors, A",2.92,12,,3.0439505018962922,"Horror Thriller Nightmare on Elm Street 3: Dream Warriors, A "
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller,1988.0,"Nightmare on Elm Street 4: The Dream Master, A",2.43,7,,2.843218538287826,"Horror Thriller Nightmare on Elm Street 4: The Dream Master, A "
1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror,1989.0,"Nightmare on Elm Street 5: The Dream Child, A",2.14,7,,2.6982185382878257,"Horror Nightmare on Elm Street 5: The Dream Child, A "
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror,1991.0,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A)",2.2,5,,2.816254961335797,"Horror Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) "
1974,Friday the 13th (1980),Horror|Mystery|Thriller,1980.0,Friday the 13th,2.88,16,,2.9945678059143286,Horror Mystery Thriller Friday the 13th 
1975,Friday the 13th Part 2 (1981),Horror,1981.0,Friday the 13th Part 2,2.5,7,Jason,2.878218538287826,Horror Friday the 13th Part 2 Jason
1976,Friday the 13th Part 3: 3D (1982),Horror,1982.0,Friday the 13th Part 3: 3D,2.21,7,Jason,2.733218538287826,Horror Friday the 13th Part 3: 3D Jason
1977,Friday the 13th Part IV: The Final Chapter (1984),Horror,1984.0,Friday the 13th Part IV: The Final Chapter,2.58,6,Jason,2.9442353489253508,Horror Friday the 13th Part IV: The Final Chapter Jason
1978,Friday the 13th Part V: A New Beginning (1985),Horror,1985.0,Friday the 13th Part V: A New Beginning,2.5,2,Jason,3.0883399484477287,Horror Friday the 13th Part V: A New Beginning Jason
1979,Friday the 13th Part VI: Jason Lives (1986),Horror,1986.0,Friday the 13th Part VI: Jason Lives,3.25,4,Jason,3.254096321457233,Horror Friday the 13th Part VI: Jason Lives Jason
1980,Friday the 13th Part VII: The New Blood (1988),Horror,1988.0,Friday the 13th Part VII: The New Blood,2.0,1,,3.0993824420036953,Horror Friday the 13th Part VII: The New Blood 
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,1989.0,Friday the 13th Part VIII: Jason Takes Manhattan,2.0,3,,2.879505953602956,Horror Friday the 13th Part VIII: Jason Takes Manhattan 
1982,Halloween (1978),Horror,1978.0,Halloween,3.72,27,,3.624560574589105,Horror Halloween 
1983,Halloween II (1981),Horror,1981.0,Halloween II,2.4,5,halloween,2.8995882946691305,Horror Halloween II halloween
1984,Halloween III: Season of the Witch (1982),Horror,1982.0,Halloween III: Season of the Witch,2.17,3,halloween,2.930505953602956,Horror Halloween III: Season of the Witch halloween
1985,Halloween 4: The Return of Michael Myers (1988),Horror,1988.0,Halloween 4: The Return of Michael Myers,2.0,1,,3.0993824420036953,Horror Halloween 4: The Return of Michael Myers 
1986,Halloween 5: The Revenge of Michael Myers (1989),Horror,1989.0,Halloween 5: The Revenge of Michael Myers,1.5,2,,2.866117726225507,Horror Halloween 5: The Revenge of Michael Myers 
1987,Prom Night (1980),Horror,1980.0,Prom Night,2.5,2,,3.0883399484477287,Horror Prom Night 
1990,Prom Night IV: Deliver Us From Evil (1992),Horror,1992.0,Prom Night IV: Deliver Us From Evil,4.0,1,,3.3493824420036953,Horror Prom Night IV: Deliver Us From Evil 
1991,Child's Play (1988),Horror|Thriller,1988.0,Child's Play,2.71,12,,2.911318922948924,Horror Thriller Child's Play 
1992,Child's Play 2 (1990),Horror|Thriller,1990.0,Child's Play 2,2.38,4,,2.9377326850935965,Horror Thriller Child's Play 2 
1993,Child's Play 3 (1991),Comedy|Horror|Thriller,1991.0,Child's Play 3,1.8,5,,2.6495882946691305,Comedy Horror Thriller Child's Play 3 
1994,Poltergeist (1982),Horror|Thriller,1982.0,Poltergeist,3.43,47,ghosts,3.407501102519066,Horror Thriller Poltergeist ghosts
1995,Poltergeist II: The Other Side (1986),Horror|Thriller,1986.0,Poltergeist II: The Other Side,1.67,6,ghosts,2.524235348925351,Horror Thriller Poltergeist II: The Other Side ghosts
1996,Poltergeist III (1988),Horror|Thriller,1988.0,Poltergeist III,1.88,4,ghosts,2.7559145032754144,Horror Thriller Poltergeist III ghosts
1997,"Exorcist, The (1973)",Horror|Mystery,1973.0,"Exorcist, The",3.8,53,demons,3.7365843256004925,"Horror Mystery Exorcist, The demons"
1998,Exorcist II: The Heretic (1977),Horror,1977.0,Exorcist II: The Heretic,1.5,4,,2.6177326850935962,Horror Exorcist II: The Heretic 
1999,"Exorcist III, The (1990)",Horror,1990.0,"Exorcist III, The",2.0,4,,2.799550866911778,"Horror Exorcist III, The "
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,1987.0,Lethal Weapon,3.67,75,,3.634695848000361,Action Comedy Crime Drama Lethal Weapon 
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,1989.0,Lethal Weapon 2,3.18,47,,3.1899085099264735,Action Comedy Crime Drama Lethal Weapon 2 
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,1992.0,Lethal Weapon 3,2.93,46,,2.9731143308684826,Action Comedy Crime Drama Lethal Weapon 3 
2003,Gremlins (1984),Comedy|Horror,1984.0,Gremlins,3.38,41,,3.3619804070006154,Comedy Horror Gremlins 
2004,Gremlins 2: The New Batch (1990),Comedy|Horror,1990.0,Gremlins 2: The New Batch,3.33,15,,3.306593615274071,Comedy Horror Gremlins 2: The New Batch 
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,1985.0,"Goonies, The",3.57,57,,3.5357040552504615,"Action Adventure Children Comedy Fantasy Goonies, The "
2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance,1998.0,"Mask of Zorro, The",3.1,60,California Mexico,3.1163441721795455,"Action Comedy Romance Mask of Zorro, The California Mexico"
2007,Polish Wedding (1998),Comedy,1998.0,Polish Wedding,3.5,2,,3.310562170669951,Comedy Polish Wedding 
2008,"This World, Then the Fireworks (1997)",Crime|Drama|Film-Noir,1997.0,"This World, Then the Fireworks",3.0,1,,3.2243824420036953,"Crime Drama Film-Noir This World, Then the Fireworks "
2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller,1973.0,Soylent Green,3.47,19,,3.4125022898472905,Drama Mystery Sci-Fi Thriller Soylent Green 
2010,Metropolis (1927),Drama|Sci-Fi,1927.0,Metropolis,3.86,21,,3.709109269143913,Drama Sci-Fi Metropolis 
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,1989.0,Back to the Future Part II,3.51,87,time travel,3.4911176546386122,Adventure Comedy Sci-Fi Back to the Future Part II time travel
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,1990.0,Back to the Future Part III,3.37,88,,3.3616322056424166,Adventure Comedy Sci-Fi Western Back to the Future Part III 
2013,"Poseidon Adventure, The (1972)",Action|Adventure|Drama,1972.0,"Poseidon Adventure, The",3.1,21,,3.139109269143913,"Action Adventure Drama Poseidon Adventure, The "
2014,Freaky Friday (1977),Children|Comedy|Fantasy,1977.0,Freaky Friday,2.62,8,,2.917003969068637,Children Comedy Fantasy Freaky Friday 
2015,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy,1961.0,"Absent-Minded Professor, The",3.39,9,,3.3315662210018475,"Children Comedy Fantasy Absent-Minded Professor, The "
2016,"Apple Dumpling Gang Rides Again, The (1979)",Children|Comedy|Western,1979.0,"Apple Dumpling Gang Rides Again, The",2.88,4,,3.119550866911778,"Children Comedy Western Apple Dumpling Gang Rides Again, The "
2017,Babes in Toyland (1961),Children|Fantasy|Musical,1961.0,Babes in Toyland,3.1,5,,3.191254961335797,Children Fantasy Musical Babes in Toyland 
2018,Bambi (1942),Animation|Children|Drama,1942.0,Bambi,3.37,38,,3.3523346563562124,Animation Children Drama Bambi 
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,1954.0,Seven Samurai (Shichinin no samurai),4.19,48,samurai,4.071182900655083,Action Adventure Drama Seven Samurai (Shichinin no samurai) samurai
2020,Dangerous Liaisons (1988),Drama|Romance,1988.0,Dangerous Liaisons,4.0,25,adultery,3.8373456105009236,Drama Romance Dangerous Liaisons adultery
2021,Dune (1984),Adventure|Sci-Fi,1984.0,Dune,3.43,37,,3.402387716727945,Adventure Sci-Fi Dune 
2022,"Last Temptation of Christ, The (1988)",Drama,1988.0,"Last Temptation of Christ, The",3.69,8,Bible Katzanzakis,3.487670635735304,"Drama Last Temptation of Christ, The Bible Katzanzakis"
2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,1990.0,"Godfather: Part III, The",3.36,45,Al Pacino Andy Garcia Classic Francis Ford Coppola mafia,3.346058837231338,"Crime Drama Mystery Thriller Godfather: Part III, The Al Pacino Andy Garcia Classic Francis Ford Coppola mafia"
2024,"Rapture, The (1991)",Drama|Mystery,1991.0,"Rapture, The",3.33,3,,3.278505953602956,"Drama Mystery Rapture, The "
2025,Lolita (1997),Drama|Romance,1997.0,Lolita,3.93,7,,3.593218538287826,Drama Romance Lolita 
2026,Disturbing Behavior (1998),Horror|Thriller,1998.0,Disturbing Behavior,2.0,3,,2.879505953602956,Horror Thriller Disturbing Behavior 
2027,Jane Austen's Mafia! (1998),Comedy|Crime,1998.0,Jane Austen's Mafia!,1.83,9,,2.4540662210018476,Comedy Crime Jane Austen's Mafia! 
2028,Saving Private Ryan (1998),Action|Drama|War,1998.0,Saving Private Ryan,4.15,188,World War II,4.11792338223605,Action Drama War Saving Private Ryan World War II
2032,"Barefoot Executive, The (1971)",Children|Comedy,1971.0,"Barefoot Executive, The",2.0,1,,3.0993824420036953,"Children Comedy Barefoot Executive, The "
2033,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy,1985.0,"Black Cauldron, The",3.75,8,,3.519670635735304,"Adventure Animation Children Fantasy Black Cauldron, The "
2034,"Black Hole, The (1979)",Children|Sci-Fi,1979.0,"Black Hole, The",2.61,9,,2.8928162210018478,"Children Sci-Fi Black Hole, The "
2035,Blackbeard's Ghost (1968),Children|Comedy,1968.0,Blackbeard's Ghost,3.67,3,,3.380505953602956,Children Comedy Blackbeard's Ghost 
2036,Blank Check (1994),Children|Comedy,1994.0,Blank Check,2.25,6,,2.7919276566176583,Children Comedy Blank Check 
2037,Candleshoe (1977),Adventure|Children|Comedy,1977.0,Candleshoe,4.0,1,,3.3493824420036953,Adventure Children Comedy Candleshoe 
2038,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi,1978.0,"Cat from Outer Space, The",2.33,3,,2.978505953602956,"Children Comedy Sci-Fi Cat from Outer Space, The "
2040,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy,1969.0,"Computer Wore Tennis Shoes, The",2.86,7,,3.058218538287826,"Children Comedy Computer Wore Tennis Shoes, The "
2041,Condorman (1981),Action|Adventure|Children|Comedy,1981.0,Condorman,3.33,3,,3.278505953602956,Action Adventure Children Comedy Condorman 
2042,D2: The Mighty Ducks (1994),Children|Comedy,1994.0,D2: The Mighty Ducks,2.58,6,,2.9442353489253508,Children Comedy D2: The Mighty Ducks 
2043,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy,1959.0,Darby O'Gill and the Little People,2.75,4,,3.072278139639051,Adventure Children Fantasy Darby O'Gill and the Little People 
2044,"Devil and Max Devlin, The (1981)",Comedy|Fantasy,1981.0,"Devil and Max Devlin, The",2.5,2,,3.0883399484477287,"Comedy Fantasy Devil and Max Devlin, The "
2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,1986.0,Flight of the Navigator,3.21,24,,3.2204857914848244,Adventure Children Sci-Fi Flight of the Navigator 
2048,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime,1986.0,"Great Mouse Detective, The",3.56,8,,3.4183373024019708,"Action Animation Children Crime Great Mouse Detective, The "
2050,Herbie Goes Bananas (1980),Adventure|Children|Comedy,1980.0,Herbie Goes Bananas,2.88,4,,3.119550866911778,Adventure Children Comedy Herbie Goes Bananas 
2051,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy,1977.0,Herbie Goes to Monte Carlo,2.33,3,,2.978505953602956,Adventure Children Comedy Herbie Goes to Monte Carlo 
2052,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror,1993.0,Hocus Pocus,2.76,23,,2.875835317867652,Children Comedy Fantasy Horror Hocus Pocus 
2053,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,1992.0,"Honey, I Blew Up the Kid",2.05,20,,2.3627799828159093,"Children Comedy Sci-Fi Honey, I Blew Up the Kid "
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,1989.0,"Honey, I Shrunk the Kids",2.76,68,Disney,2.8063341271470605,"Adventure Children Comedy Fantasy Sci-Fi Honey, I Shrunk the Kids Disney"
2055,Hot Lead and Cold Feet (1978),Action|Comedy|Western,1978.0,Hot Lead and Cold Feet,3.0,1,,3.2243824420036953,Action Comedy Western Hot Lead and Cold Feet 
2056,In Search of the Castaways (1962),Adventure|Children,1962.0,In Search of the Castaways,3.0,1,,3.2243824420036953,Adventure Children In Search of the Castaways 
2057,"Incredible Journey, The (1963)",Adventure|Children,1963.0,"Incredible Journey, The",3.38,4,,3.30136904872996,"Adventure Children Incredible Journey, The "
2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,1998.0,"Negotiator, The",3.35,30,police,3.3322989063791773,"Action Crime Drama Mystery Thriller Negotiator, The police"
2059,"Parent Trap, The (1998)",Children|Comedy|Romance,1998.0,"Parent Trap, The",3.0,15,twins,3.0815936152740706,"Children Comedy Romance Parent Trap, The twins"
2060,BASEketball (1998),Comedy,1998.0,BASEketball,3.07,14,,3.1321456921918838,Comedy BASEketball 
2064,Roger & Me (1989),Documentary,1989.0,Roger & Me,3.84,31,General Motors Michigan,3.7325015667376196,Documentary Roger & Me General Motors Michigan
2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance,1985.0,"Purple Rose of Cairo, The",3.73,13,In Netflix queue,3.564252976801478,"Comedy Drama Fantasy Romance Purple Rose of Cairo, The In Netflix queue"
2066,Out of the Past (1947),Film-Noir,1947.0,Out of the Past,4.12,4,memory,3.5704599578208693,Film-Noir Out of the Past memory
2067,Doctor Zhivago (1965),Drama|Romance|War,1965.0,Doctor Zhivago,4.14,21,,3.919109269143912,Drama Romance War Doctor Zhivago 
2068,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery,1982.0,Fanny and Alexander (Fanny och Alexander),2.75,2,,3.1438955040032845,Drama Fantasy Mystery Fanny and Alexander (Fanny och Alexander) 
2069,"Trip to Bountiful, The (1985)",Drama,1985.0,"Trip to Bountiful, The",4.25,2,,3.477228837336618,"Drama Trip to Bountiful, The "
2070,Tender Mercies (1983),Drama|Romance|Western,1983.0,Tender Mercies,3.4,5,music,3.316254961335797,Drama Romance Western Tender Mercies music
2071,And the Band Played On (1993),Drama,1993.0,And the Band Played On,3.25,2,AIDs In Netflix queue,3.2550066151143957,Drama And the Band Played On AIDs In Netflix queue
2072,"'burbs, The (1989)",Comedy,1989.0,"'burbs, The",3.18,17,,3.2022941473345656,"Comedy 'burbs, The "
2073,Fandango (1985),Comedy,1985.0,Fandango,3.6,5,,3.3995882946691305,Comedy Fandango 
2074,"Night Porter, The (Portiere di notte, Il) (1974)",Crime|Drama|Romance,1974.0,"Night Porter, The (Portiere di notte, Il)",3.67,3,,3.380505953602956,"Crime Drama Romance Night Porter, The (Portiere di notte, Il) "
2075,Mephisto (1981),Drama|War,1981.0,Mephisto,5.0,1,,3.4743824420036953,Drama War Mephisto 
2076,Blue Velvet (1986),Drama|Mystery|Thriller,1986.0,Blue Velvet,3.95,46,sexuality suburbia,3.858397349736407,Drama Mystery Thriller Blue Velvet sexuality suburbia
2077,"Journey of Natty Gann, The (1985)",Adventure|Children,1985.0,"Journey of Natty Gann, The",3.4,5,,3.316254961335797,"Adventure Children Journey of Natty Gann, The "
2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,1967.0,"Jungle Book, The",3.83,53,Disney,3.7630843256004924,"Animation Children Comedy Musical Jungle Book, The Disney"
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,1955.0,Lady and the Tramp,3.4,55,Disney,3.3837912828391863,Animation Children Comedy Romance Lady and the Tramp Disney
2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,1989.0,"Little Mermaid, The",3.43,67,,3.4135818856220213,"Animation Children Comedy Musical Romance Little Mermaid, The "
2082,"Mighty Ducks, The (1992)",Children|Comedy,1992.0,"Mighty Ducks, The",2.65,26,,2.7786381677584715,"Children Comedy Mighty Ducks, The "
2083,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical,1992.0,"Muppet Christmas Carol, The",3.74,19,,3.609809982154983,"Children Comedy Musical Muppet Christmas Carol, The "
2084,Newsies (1992),Children|Musical,1992.0,Newsies,2.7,5,,3.0245882946691305,Children Musical Newsies 
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,1961.0,101 Dalmatians (One Hundred and One Dalmatians),3.43,44,Disney,3.406177637961364,Adventure Animation Children 101 Dalmatians (One Hundred and One Dalmatians) Disney
2087,Peter Pan (1953),Animation|Children|Fantasy|Musical,1953.0,Peter Pan,3.57,41,,3.5242720736672823,Animation Children Fantasy Musical Peter Pan 
2088,Popeye (1980),Adventure|Comedy|Musical,1980.0,Popeye,2.5,18,,2.7118023814411822,Adventure Comedy Musical Popeye 
2089,"Rescuers Down Under, The (1990)",Adventure|Animation|Children,1990.0,"Rescuers Down Under, The",3.5,10,,3.3997093844723274,"Adventure Animation Children Rescuers Down Under, The "
2090,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama,1977.0,"Rescuers, The",3.19,13,,3.213252976801478,"Adventure Animation Children Crime Drama Rescuers, The "
2091,Return from Witch Mountain (1978),Children|Sci-Fi,1978.0,Return from Witch Mountain,2.25,4,,2.890459957820869,Children Sci-Fi Return from Witch Mountain 
2092,"Return of Jafar, The (1994)",Adventure|Animation|Children|Fantasy|Musical|Romance,1994.0,"Return of Jafar, The",2.42,6,,2.8703891950791967,"Adventure Animation Children Fantasy Musical Romance Return of Jafar, The "
2093,Return to Oz (1985),Adventure|Children|Fantasy,1985.0,Return to Oz,3.0,6,,3.1380815027715045,Adventure Children Fantasy Return to Oz 
2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,1991.0,"Rocketeer, The",3.26,39,,3.2594578160006424,"Action Adventure Sci-Fi Rocketeer, The "
2095,"Shaggy D.A., The (1976)",Children|Comedy,1976.0,"Shaggy D.A., The",2.83,3,,3.1285059536029562,"Children Comedy Shaggy D.A., The "
2096,Sleeping Beauty (1959),Animation|Children|Musical,1959.0,Sleeping Beauty,3.41,22,,3.372933087449295,Animation Children Musical Sleeping Beauty 
2097,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller,1983.0,Something Wicked This Way Comes,2.9,10,carnival Ray Bradbury,3.0467682080017386,Children Drama Fantasy Mystery Thriller Something Wicked This Way Comes carnival Ray Bradbury
2098,Son of Flubber (1963),Children|Comedy,1963.0,Son of Flubber,2.5,2,,3.0883399484477287,Children Comedy Son of Flubber 
2099,Song of the South (1946),Adventure|Animation|Children|Musical,1946.0,Song of the South,3.42,6,,3.3319276566176583,Adventure Animation Children Musical Song of the South 
2100,Splash (1984),Comedy|Fantasy|Romance,1984.0,Splash,3.12,51,mermaid,3.136466543724648,Comedy Fantasy Romance Splash mermaid
2102,Steamboat Willie (1928),Animation|Children|Comedy|Musical,1928.0,Steamboat Willie,2.33,3,,2.978505953602956,Animation Children Comedy Musical Steamboat Willie 
2103,Tall Tale (1995),Adventure|Children|Fantasy|Western,1995.0,Tall Tale,2.5,3,,3.029505953602956,Adventure Children Fantasy Western Tall Tale 
2104,Tex (1982),Drama,1982.0,Tex,4.0,1,,3.3493824420036953,Drama Tex 
2105,Tron (1982),Action|Adventure|Sci-Fi,1982.0,Tron,3.34,50,,3.3297378865970098,Action Adventure Sci-Fi Tron 
2106,Swing Kids (1993),Drama|War,1993.0,Swing Kids,3.7,5,,3.441254961335797,Drama War Swing Kids 
2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller,1998.0,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode),3.0,3,,3.179505953602956,Horror Thriller Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) 
2108,L.A. Story (1991),Comedy|Romance,1991.0,L.A. Story,3.48,24,weather forecaster,3.429518049549341,Comedy Romance L.A. Story weather forecaster
2109,"Jerk, The (1979)",Comedy,1979.0,"Jerk, The",3.37,27,,3.3466193981185164,"Comedy Jerk, The "
2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,1982.0,Dead Men Don't Wear Plaid,3.31,18,,3.2950023814411824,Comedy Crime Thriller Dead Men Don't Wear Plaid 
2111,"Man with Two Brains, The (1983)",Comedy,1983.0,"Man with Two Brains, The",3.25,10,,3.2526505609429153,"Comedy Man with Two Brains, The "
2112,Grand Canyon (1991),Crime|Drama,1991.0,Grand Canyon,3.19,8,,3.2210039690686374,Crime Drama Grand Canyon 
2114,"Outsiders, The (1983)",Drama,1983.0,"Outsiders, The",3.72,16,S.E. Hinton,3.5789156320012854,"Drama Outsiders, The S.E. Hinton"
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,1984.0,Indiana Jones and the Temple of Doom,3.64,108,archaeology,3.6166526916176487,Action Adventure Fantasy Indiana Jones and the Temple of Doom archaeology
2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,1978.0,"Lord of the Rings, The",3.13,15,Tolkein classic,3.1702299789104345,"Adventure Animation Children Fantasy Lord of the Rings, The Tolkein classic"
2117,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi,1984.0,1984 (Nineteen Eighty-Four),3.71,14,,3.5588123588585505,Drama Sci-Fi 1984 (Nineteen Eighty-Four) 
2118,"Dead Zone, The (1983)",Thriller,1983.0,"Dead Zone, The",3.73,15,Stephen King,3.5793208880013436,"Thriller Dead Zone, The Stephen King"
2119,Maximum Overdrive (1986),Horror,1986.0,Maximum Overdrive,1.33,3,,2.678505953602956,Horror Maximum Overdrive 
2120,Needful Things (1993),Drama|Horror,1993.0,Needful Things,2.0,4,,2.799550866911778,Drama Horror Needful Things 
2121,Cujo (1983),Horror|Thriller,1983.0,Cujo,2.21,7,Stephen King,2.733218538287826,Horror Thriller Cujo Stephen King
2122,Children of the Corn (1984),Horror|Thriller,1984.0,Children of the Corn,2.45,11,Stephen King,2.7636144186683094,Horror Thriller Children of the Corn Stephen King
2123,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy,1989.0,All Dogs Go to Heaven,2.7,15,,2.8770481607286165,Animation Children Comedy Drama Fantasy All Dogs Go to Heaven 
2124,"Addams Family, The (1991)",Children|Comedy|Fantasy,1991.0,"Addams Family, The",3.29,38,black comedy Christina Ricci Christopher Lloyd Family gothic quirky,3.284779100800657,"Children Comedy Fantasy Addams Family, The black comedy Christina Ricci Christopher Lloyd Family gothic quirky"
2125,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance,1998.0,Ever After: A Cinderella Story,3.62,21,,3.5291092691439125,Comedy Drama Romance Ever After: A Cinderella Story 
2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller,1998.0,Snake Eyes,2.77,15,,2.924775433455889,Action Crime Mystery Thriller Snake Eyes 
2130,Atlantic City (1980),Crime|Drama|Romance,1980.0,Atlantic City,3.69,8,,3.487670635735304,Crime Drama Romance Atlantic City 
2131,Autumn Sonata (Höstsonaten) (1978),Drama,1978.0,Autumn Sonata (Höstsonaten),4.62,4,,3.752278139639051,Drama Autumn Sonata (Höstsonaten) 
2132,Who's Afraid of Virginia Woolf? (1966),Drama,1966.0,Who's Afraid of Virginia Woolf?,4.14,7,,3.6982185382878257,Drama Who's Afraid of Virginia Woolf? 
2133,Adventures in Babysitting (1987),Adventure|Comedy,1987.0,Adventures in Babysitting,3.32,20,,3.30352072355665,Adventure Comedy Adventures in Babysitting 
2134,Weird Science (1985),Comedy|Fantasy|Sci-Fi,1985.0,Weird Science,3.11,22,,3.145346880552743,Comedy Fantasy Sci-Fi Weird Science 
2135,Doctor Dolittle (1967),Adventure|Children|Musical,1967.0,Doctor Dolittle,3.77,11,,3.5702810853349756,Adventure Children Musical Doctor Dolittle 
2136,"Nutty Professor, The (1963)",Comedy|Sci-Fi,1963.0,"Nutty Professor, The",2.46,14,,2.725479025525217,"Comedy Sci-Fi Nutty Professor, The "
2137,Charlotte's Web (1973),Animation|Children,1973.0,Charlotte's Web,3.55,21,,3.4766092691439123,Animation Children Charlotte's Web 
2138,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,1978.0,Watership Down,4.05,10,atmospheric beautiful,3.723238796237033,Adventure Animation Children Drama Fantasy Watership Down atmospheric beautiful
2139,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,1982.0,"Secret of NIMH, The",3.48,21,mice,3.424109269143913,"Adventure Animation Children Drama Secret of NIMH, The mice"
2140,"Dark Crystal, The (1982)",Adventure|Fantasy,1982.0,"Dark Crystal, The",3.54,34,,3.4915868179519407,"Adventure Fantasy Dark Crystal, The "
